filepath,class,label
data\jester_NO_npy\99028.npy,no,0
data\jester_NO_npy\72037.npy,no,0
data\SL_YES_npy\64283.npy,yes,1
data\SL_YES_npy\06845.npy,yes,1
data\SL_YES_npy\37053.npy,yes,1
data\jester_NO_npy\123688.npy,no,0
data\SL_YES_npy\21994.npy,yes,1
data\SL_YES_npy\42958.npy,yes,1
data\jester_NO_npy\44207.npy,no,0
data\jester_NO_npy\78528.npy,no,0
data\SL_YES_npy\63204.npy,yes,1
data\SL_YES_npy\21869.npy,yes,1
data\SL_YES_npy\23948.npy,yes,1
data\SL_YES_npy\66159.npy,yes,1
data\jester_NO_npy\29532.npy,no,0
data\jester_NO_npy\37656.npy,no,0
data\SL_YES_npy\38396.npy,yes,1
data\SL_YES_npy\28107.npy,yes,1
data\SL_YES_npy\35890.npy,yes,1
data\jester_NO_npy\13993.npy,no,0
data\jester_NO_npy\52407.npy,no,0
data\SL_YES_npy\64385.npy,yes,1
data\SL_YES_npy\54610.npy,yes,1
data\jester_NO_npy\74901.npy,no,0
data\jester_NO_npy\147695.npy,no,0
data\jester_NO_npy\23468.npy,no,0
data\jester_NO_npy\106278.npy,no,0
data\jester_NO_npy\1858.npy,no,0
data\SL_YES_npy\30988.npy,yes,1
data\SL_YES_npy\49729.npy,yes,1
data\jester_NO_npy\85513.npy,no,0
data\jester_NO_npy\139798.npy,no,0
data\jester_NO_npy\29310.npy,no,0
data\jester_NO_npy\99706.npy,no,0
data\SL_YES_npy\58362.npy,yes,1
data\SL_YES_npy\49673.npy,yes,1
data\SL_YES_npy\21096.npy,yes,1
data\jester_NO_npy\132342.npy,no,0
data\jester_NO_npy\143184.npy,no,0
data\jester_NO_npy\113575.npy,no,0
data\jester_NO_npy\91345.npy,no,0
data\jester_NO_npy\115888.npy,no,0
data\jester_NO_npy\127889.npy,no,0
data\jester_NO_npy\21798.npy,no,0
data\jester_NO_npy\45297.npy,no,0
data\jester_NO_npy\41100.npy,no,0
data\jester_NO_npy\29037.npy,no,0
data\SL_YES_npy\25432.npy,yes,1
data\jester_NO_npy\14734.npy,no,0
data\jester_NO_npy\28372.npy,no,0
data\SL_YES_npy\11499.npy,yes,1
data\SL_YES_npy\04155.npy,yes,1
data\jester_NO_npy\9773.npy,no,0
data\jester_NO_npy\415.npy,no,0
data\jester_NO_npy\79198.npy,no,0
data\jester_NO_npy\100418.npy,no,0
data\SL_YES_npy\19852.npy,yes,1
data\SL_YES_npy\08474.npy,yes,1
data\SL_YES_npy\30975.npy,yes,1
data\jester_NO_npy\16384.npy,no,0
data\SL_YES_npy\65540.npy,yes,1
data\SL_YES_npy\35884.npy,yes,1
data\jester_NO_npy\54871.npy,no,0
data\jester_NO_npy\16141.npy,no,0
data\jester_NO_npy\10602.npy,no,0
data\jester_NO_npy\42906.npy,no,0
data\jester_NO_npy\76435.npy,no,0
data\jester_NO_npy\138188.npy,no,0
data\jester_NO_npy\49574.npy,no,0
data\SL_YES_npy\21563.npy,yes,1
data\SL_YES_npy\40014.npy,yes,1
data\jester_NO_npy\8167.npy,no,0
data\SL_YES_npy\51156.npy,yes,1
data\jester_NO_npy\25622.npy,no,0
data\SL_YES_npy\03003.npy,yes,1
data\jester_NO_npy\49570.npy,no,0
data\jester_NO_npy\68817.npy,no,0
data\jester_NO_npy\12208.npy,no,0
data\jester_NO_npy\136121.npy,no,0
data\SL_YES_npy\08107.npy,yes,1
data\SL_YES_npy\10688.npy,yes,1
data\jester_NO_npy\65575.npy,no,0
data\jester_NO_npy\27738.npy,no,0
data\jester_NO_npy\109644.npy,no,0
data\jester_NO_npy\26571.npy,no,0
data\jester_NO_npy\10587.npy,no,0
data\jester_NO_npy\49353.npy,no,0
data\SL_YES_npy\07390.npy,yes,1
data\jester_NO_npy\48262.npy,no,0
data\jester_NO_npy\44954.npy,no,0
data\jester_NO_npy\104321.npy,no,0
data\jester_NO_npy\139778.npy,no,0
data\SL_YES_npy\62776.npy,yes,1
data\jester_NO_npy\74183.npy,no,0
data\SL_YES_npy\65082.npy,yes,1
data\jester_NO_npy\105287.npy,no,0
data\SL_YES_npy\28385.npy,yes,1
data\SL_YES_npy\18554.npy,yes,1
data\SL_YES_npy\13328.npy,yes,1
data\jester_NO_npy\124461.npy,no,0
data\SL_YES_npy\44424.npy,yes,1
data\jester_NO_npy\39558.npy,no,0
data\SL_YES_npy\59952.npy,yes,1
data\jester_NO_npy\143019.npy,no,0
data\jester_NO_npy\13321.npy,no,0
data\SL_YES_npy\25963.npy,yes,1
data\SL_YES_npy\57639.npy,yes,1
data\jester_NO_npy\21408.npy,no,0
data\SL_YES_npy\21309.npy,yes,1
data\jester_NO_npy\12413.npy,no,0
data\jester_NO_npy\43324.npy,no,0
data\jester_NO_npy\5365.npy,no,0
data\jester_NO_npy\88343.npy,no,0
data\jester_NO_npy\96793.npy,no,0
data\jester_NO_npy\51599.npy,no,0
data\SL_YES_npy\17948.npy,yes,1
data\jester_NO_npy\10435.npy,no,0
data\jester_NO_npy\85455.npy,no,0
data\jester_NO_npy\131815.npy,no,0
data\SL_YES_npy\61592.npy,yes,1
data\jester_NO_npy\19605.npy,no,0
data\SL_YES_npy\16640.npy,yes,1
data\jester_NO_npy\43386.npy,no,0
data\jester_NO_npy\139575.npy,no,0
data\SL_YES_npy\16272.npy,yes,1
data\SL_YES_npy\65086.npy,yes,1
data\jester_NO_npy\59698.npy,no,0
data\SL_YES_npy\66821.npy,yes,1
data\SL_YES_npy\21356.npy,yes,1
data\jester_NO_npy\29806.npy,no,0
data\SL_YES_npy\51404.npy,yes,1
data\SL_YES_npy\02232.npy,yes,1
data\jester_NO_npy\43141.npy,no,0
data\jester_NO_npy\35577.npy,no,0
data\jester_NO_npy\66347.npy,no,0
data\jester_NO_npy\90669.npy,no,0
data\jester_NO_npy\148075.npy,no,0
data\jester_NO_npy\122927.npy,no,0
data\jester_NO_npy\58104.npy,no,0
data\SL_YES_npy\35897.npy,yes,1
data\SL_YES_npy\46870.npy,yes,1
data\jester_NO_npy\18039.npy,no,0
data\jester_NO_npy\3988.npy,no,0
data\jester_NO_npy\9867.npy,no,0
data\jester_NO_npy\96786.npy,no,0
data\SL_YES_npy\21205.npy,yes,1
data\jester_NO_npy\27657.npy,no,0
data\jester_NO_npy\4433.npy,no,0
data\jester_NO_npy\104306.npy,no,0
data\jester_NO_npy\104691.npy,no,0
data\jester_NO_npy\74588.npy,no,0
data\jester_NO_npy\120905.npy,no,0
data\SL_YES_npy\51295.npy,yes,1
data\SL_YES_npy\42608.npy,yes,1
data\jester_NO_npy\144669.npy,no,0
data\jester_NO_npy\75234.npy,no,0
data\SL_YES_npy\13247.npy,yes,1
data\jester_NO_npy\78813.npy,no,0
data\SL_YES_npy\51400.npy,yes,1
data\jester_NO_npy\137088.npy,no,0
data\jester_NO_npy\112135.npy,no,0
data\jester_NO_npy\17128.npy,no,0
data\SL_YES_npy\30055.npy,yes,1
data\SL_YES_npy\59252.npy,yes,1
data\jester_NO_npy\69700.npy,no,0
data\jester_NO_npy\9642.npy,no,0
data\SL_YES_npy\57974.npy,yes,1
data\SL_YES_npy\32306.npy,yes,1
data\jester_NO_npy\456.npy,no,0
data\jester_NO_npy\134474.npy,no,0
data\SL_YES_npy\39380.npy,yes,1
data\jester_NO_npy\129453.npy,no,0
data\SL_YES_npy\41976.npy,yes,1
data\jester_NO_npy\41527.npy,no,0
data\jester_NO_npy\3725.npy,no,0
data\jester_NO_npy\89894.npy,no,0
data\jester_NO_npy\39406.npy,no,0
data\jester_NO_npy\116777.npy,no,0
data\SL_YES_npy\44492.npy,yes,1
data\jester_NO_npy\129750.npy,no,0
data\jester_NO_npy\17440.npy,no,0
data\jester_NO_npy\125303.npy,no,0
data\jester_NO_npy\21064.npy,no,0
data\jester_NO_npy\29573.npy,no,0
data\jester_NO_npy\112905.npy,no,0
data\jester_NO_npy\80980.npy,no,0
data\jester_NO_npy\137409.npy,no,0
data\jester_NO_npy\84712.npy,no,0
data\jester_NO_npy\142021.npy,no,0
data\SL_YES_npy\13202.npy,yes,1
data\SL_YES_npy\28783.npy,yes,1
data\jester_NO_npy\39881.npy,no,0
data\jester_NO_npy\83118.npy,no,0
data\jester_NO_npy\56884.npy,no,0
data\SL_YES_npy\62717.npy,yes,1
data\jester_NO_npy\34563.npy,no,0
data\SL_YES_npy\63953.npy,yes,1
data\jester_NO_npy\32518.npy,no,0
data\SL_YES_npy\66032.npy,yes,1
data\jester_NO_npy\7496.npy,no,0
data\jester_NO_npy\107368.npy,no,0
data\SL_YES_npy\65590.npy,yes,1
data\jester_NO_npy\39674.npy,no,0
data\jester_NO_npy\3232.npy,no,0
data\jester_NO_npy\86001.npy,no,0
data\jester_NO_npy\41266.npy,no,0
data\jester_NO_npy\6155.npy,no,0
data\SL_YES_npy\28648.npy,yes,1
data\SL_YES_npy\36263.npy,yes,1
data\jester_NO_npy\81424.npy,no,0
data\jester_NO_npy\81825.npy,no,0
data\SL_YES_npy\52083.npy,yes,1
data\jester_NO_npy\107982.npy,no,0
data\jester_NO_npy\15672.npy,no,0
data\jester_NO_npy\55908.npy,no,0
data\SL_YES_npy\38974.npy,yes,1
data\jester_NO_npy\107862.npy,no,0
data\SL_YES_npy\27172.npy,yes,1
data\SL_YES_npy\13637.npy,yes,1
data\jester_NO_npy\116354.npy,no,0
data\jester_NO_npy\36193.npy,no,0
data\SL_YES_npy\65120.npy,yes,1
data\jester_NO_npy\35488.npy,no,0
data\jester_NO_npy\133635.npy,no,0
data\jester_NO_npy\21468.npy,no,0
data\jester_NO_npy\147885.npy,no,0
data\SL_YES_npy\53293.npy,yes,1
data\jester_NO_npy\92471.npy,no,0
data\SL_YES_npy\66054.npy,yes,1
data\SL_YES_npy\21432.npy,yes,1
data\SL_YES_npy\05557.npy,yes,1
data\SL_YES_npy\53414.npy,yes,1
data\SL_YES_npy\66030.npy,yes,1
data\jester_NO_npy\11801.npy,no,0
data\jester_NO_npy\128907.npy,no,0
data\jester_NO_npy\88600.npy,no,0
data\jester_NO_npy\67005.npy,no,0
data\SL_YES_npy\08088.npy,yes,1
data\jester_NO_npy\7518.npy,no,0
data\jester_NO_npy\142861.npy,no,0
data\jester_NO_npy\59129.npy,no,0
data\jester_NO_npy\133038.npy,no,0
data\SL_YES_npy\52720.npy,yes,1
data\SL_YES_npy\50014.npy,yes,1
data\SL_YES_npy\43575.npy,yes,1
data\SL_YES_npy\66060.npy,yes,1
data\SL_YES_npy\12858.npy,yes,1
data\jester_NO_npy\2121.npy,no,0
data\SL_YES_npy\05617.npy,yes,1
data\jester_NO_npy\109672.npy,no,0
data\jester_NO_npy\100469.npy,no,0
data\jester_NO_npy\66383.npy,no,0
data\SL_YES_npy\20702.npy,yes,1
data\jester_NO_npy\94405.npy,no,0
data\SL_YES_npy\33423.npy,yes,1
data\SL_YES_npy\61595.npy,yes,1
data\jester_NO_npy\71122.npy,no,0
data\SL_YES_npy\48541.npy,yes,1
data\jester_NO_npy\88726.npy,no,0
data\jester_NO_npy\45975.npy,no,0
data\jester_NO_npy\82234.npy,no,0
data\jester_NO_npy\78822.npy,no,0
data\jester_NO_npy\77898.npy,no,0
data\jester_NO_npy\9822.npy,no,0
data\jester_NO_npy\31054.npy,no,0
data\jester_NO_npy\38391.npy,no,0
data\jester_NO_npy\87447.npy,no,0
data\SL_YES_npy\69299.npy,yes,1
data\SL_YES_npy\45639.npy,yes,1
data\SL_YES_npy\08168.npy,yes,1
data\jester_NO_npy\111735.npy,no,0
data\jester_NO_npy\80776.npy,no,0
data\SL_YES_npy\26006.npy,yes,1
data\SL_YES_npy\25917.npy,yes,1
data\jester_NO_npy\126244.npy,no,0
data\jester_NO_npy\55575.npy,no,0
data\jester_NO_npy\62887.npy,no,0
data\SL_YES_npy\36931.npy,yes,1
data\SL_YES_npy\20378.npy,yes,1
data\jester_NO_npy\90847.npy,no,0
data\jester_NO_npy\100117.npy,no,0
data\jester_NO_npy\3698.npy,no,0
data\SL_YES_npy\09742.npy,yes,1
data\SL_YES_npy\52764.npy,yes,1
data\SL_YES_npy\51552.npy,yes,1
data\jester_NO_npy\101526.npy,no,0
data\SL_YES_npy\31347.npy,yes,1
data\jester_NO_npy\114674.npy,no,0
data\jester_NO_npy\811.npy,no,0
data\jester_NO_npy\135842.npy,no,0
data\jester_NO_npy\54259.npy,no,0
data\jester_NO_npy\34359.npy,no,0
data\jester_NO_npy\63235.npy,no,0
data\jester_NO_npy\7063.npy,no,0
data\jester_NO_npy\24569.npy,no,0
data\SL_YES_npy\49934.npy,yes,1
data\SL_YES_npy\05095.npy,yes,1
data\SL_YES_npy\57628.npy,yes,1
data\jester_NO_npy\100851.npy,no,0
data\jester_NO_npy\19341.npy,no,0
data\jester_NO_npy\91224.npy,no,0
data\SL_YES_npy\60915.npy,yes,1
data\SL_YES_npy\69296.npy,yes,1
data\jester_NO_npy\82149.npy,no,0
data\jester_NO_npy\15615.npy,no,0
data\jester_NO_npy\108495.npy,no,0
data\jester_NO_npy\85852.npy,no,0
data\SL_YES_npy\23952.npy,yes,1
data\jester_NO_npy\55283.npy,no,0
data\jester_NO_npy\127359.npy,no,0
data\jester_NO_npy\65821.npy,no,0
data\jester_NO_npy\77037.npy,no,0
data\jester_NO_npy\126417.npy,no,0
data\jester_NO_npy\72456.npy,no,0
data\SL_YES_npy\35574.npy,yes,1
data\jester_NO_npy\66200.npy,no,0
data\jester_NO_npy\18146.npy,no,0
data\jester_NO_npy\98208.npy,no,0
data\SL_YES_npy\49659.npy,yes,1
data\SL_YES_npy\03607.npy,yes,1
data\SL_YES_npy\13647.npy,yes,1
data\jester_NO_npy\91367.npy,no,0
data\jester_NO_npy\35957.npy,no,0
data\jester_NO_npy\145562.npy,no,0
data\jester_NO_npy\104182.npy,no,0
data\jester_NO_npy\85460.npy,no,0
data\SL_YES_npy\14451.npy,yes,1
data\SL_YES_npy\53701.npy,yes,1
data\jester_NO_npy\65021.npy,no,0
data\jester_NO_npy\22366.npy,no,0
data\SL_YES_npy\08673.npy,yes,1
data\jester_NO_npy\39679.npy,no,0
data\SL_YES_npy\64088.npy,yes,1
data\jester_NO_npy\79391.npy,no,0
data\SL_YES_npy\04141.npy,yes,1
data\jester_NO_npy\108705.npy,no,0
data\jester_NO_npy\10630.npy,no,0
data\jester_NO_npy\50698.npy,no,0
data\SL_YES_npy\63200.npy,yes,1
data\jester_NO_npy\2067.npy,no,0
data\SL_YES_npy\36336.npy,yes,1
data\SL_YES_npy\40118.npy,yes,1
data\jester_NO_npy\102674.npy,no,0
data\jester_NO_npy\143829.npy,no,0
data\SL_YES_npy\58072.npy,yes,1
data\jester_NO_npy\106874.npy,no,0
data\jester_NO_npy\112993.npy,no,0
data\SL_YES_npy\14580.npy,yes,1
data\jester_NO_npy\5761.npy,no,0
data\SL_YES_npy\21370.npy,yes,1
data\jester_NO_npy\70677.npy,no,0
data\jester_NO_npy\117542.npy,no,0
data\SL_YES_npy\51544.npy,yes,1
data\SL_YES_npy\60546.npy,yes,1
data\SL_YES_npy\66088.npy,yes,1
data\jester_NO_npy\105227.npy,no,0
data\jester_NO_npy\118453.npy,no,0
data\jester_NO_npy\19680.npy,no,0
data\jester_NO_npy\34569.npy,no,0
data\jester_NO_npy\52174.npy,no,0
data\jester_NO_npy\37294.npy,no,0
data\jester_NO_npy\124208.npy,no,0
data\jester_NO_npy\130178.npy,no,0
data\SL_YES_npy\45090.npy,yes,1
data\jester_NO_npy\34945.npy,no,0
data\jester_NO_npy\112108.npy,no,0
data\SL_YES_npy\14893.npy,yes,1
data\jester_NO_npy\32333.npy,no,0
data\jester_NO_npy\44303.npy,no,0
data\jester_NO_npy\95219.npy,no,0
data\jester_NO_npy\94553.npy,no,0
data\SL_YES_npy\66664.npy,yes,1
data\SL_YES_npy\63287.npy,yes,1
data\jester_NO_npy\65884.npy,no,0
data\SL_YES_npy\65863.npy,yes,1
data\jester_NO_npy\43166.npy,no,0
data\jester_NO_npy\99600.npy,no,0
data\jester_NO_npy\111195.npy,no,0
data\SL_YES_npy\65433.npy,yes,1
data\jester_NO_npy\36216.npy,no,0
data\jester_NO_npy\10520.npy,no,0
data\jester_NO_npy\37548.npy,no,0
data\jester_NO_npy\133632.npy,no,0
data\SL_YES_npy\07196.npy,yes,1
data\jester_NO_npy\122944.npy,no,0
data\jester_NO_npy\121140.npy,no,0
data\jester_NO_npy\23983.npy,no,0
data\jester_NO_npy\112471.npy,no,0
data\jester_NO_npy\128582.npy,no,0
data\jester_NO_npy\3528.npy,no,0
data\SL_YES_npy\65634.npy,yes,1
data\jester_NO_npy\26800.npy,no,0
data\SL_YES_npy\09526.npy,yes,1
data\jester_NO_npy\44557.npy,no,0
data\SL_YES_npy\12010.npy,yes,1
data\jester_NO_npy\25401.npy,no,0
data\SL_YES_npy\34862.npy,yes,1
data\SL_YES_npy\63230.npy,yes,1
data\SL_YES_npy\45057.npy,yes,1
data\SL_YES_npy\45673.npy,yes,1
data\jester_NO_npy\75171.npy,no,0
data\jester_NO_npy\100647.npy,no,0
data\jester_NO_npy\65863.npy,no,0
data\jester_NO_npy\124072.npy,no,0
data\jester_NO_npy\146142.npy,no,0
data\jester_NO_npy\67287.npy,no,0
data\SL_YES_npy\66328.npy,yes,1
data\SL_YES_npy\05707.npy,yes,1
data\jester_NO_npy\100364.npy,no,0
data\SL_YES_npy\39390.npy,yes,1
data\SL_YES_npy\17711.npy,yes,1
data\SL_YES_npy\62824.npy,yes,1
data\jester_NO_npy\19894.npy,no,0
data\jester_NO_npy\274.npy,no,0
data\SL_YES_npy\39596.npy,yes,1
data\SL_YES_npy\37985.npy,yes,1
data\jester_NO_npy\127408.npy,no,0
data\jester_NO_npy\80166.npy,no,0
data\jester_NO_npy\19312.npy,no,0
data\SL_YES_npy\28791.npy,yes,1
data\jester_NO_npy\61150.npy,no,0
data\jester_NO_npy\44745.npy,no,0
data\jester_NO_npy\17521.npy,no,0
data\SL_YES_npy\66433.npy,yes,1
data\jester_NO_npy\142908.npy,no,0
data\SL_YES_npy\07397.npy,yes,1
data\SL_YES_npy\31223.npy,yes,1
data\SL_YES_npy\34369.npy,yes,1
data\jester_NO_npy\55817.npy,no,0
data\jester_NO_npy\95306.npy,no,0
data\jester_NO_npy\101099.npy,no,0
data\SL_YES_npy\65853.npy,yes,1
data\jester_NO_npy\118955.npy,no,0
data\jester_NO_npy\140551.npy,no,0
data\SL_YES_npy\25966.npy,yes,1
data\jester_NO_npy\32330.npy,no,0
data\SL_YES_npy\60909.npy,yes,1
data\jester_NO_npy\4040.npy,no,0
data\jester_NO_npy\88390.npy,no,0
data\SL_YES_npy\69503.npy,yes,1
data\jester_NO_npy\75939.npy,no,0
data\jester_NO_npy\116629.npy,no,0
data\jester_NO_npy\66543.npy,no,0
data\SL_YES_npy\27409.npy,yes,1
data\SL_YES_npy\63665.npy,yes,1
data\SL_YES_npy\26591.npy,yes,1
data\jester_NO_npy\45952.npy,no,0
data\SL_YES_npy\58254.npy,yes,1
data\jester_NO_npy\47866.npy,no,0
data\SL_YES_npy\23035.npy,yes,1
data\SL_YES_npy\57874.npy,yes,1
data\jester_NO_npy\39920.npy,no,0
data\jester_NO_npy\86301.npy,no,0
data\SL_YES_npy\44429.npy,yes,1
data\jester_NO_npy\18035.npy,no,0
data\jester_NO_npy\72239.npy,no,0
data\jester_NO_npy\81542.npy,no,0
data\SL_YES_npy\04592.npy,yes,1
data\SL_YES_npy\13633.npy,yes,1
data\jester_NO_npy\21211.npy,no,0
data\jester_NO_npy\101500.npy,no,0
data\SL_YES_npy\63653.npy,yes,1
data\SL_YES_npy\66173.npy,yes,1
data\SL_YES_npy\06365.npy,yes,1
data\jester_NO_npy\55137.npy,no,0
data\jester_NO_npy\143145.npy,no,0
data\SL_YES_npy\52688.npy,yes,1
data\jester_NO_npy\72346.npy,no,0
data\SL_YES_npy\61590.npy,yes,1
data\jester_NO_npy\61017.npy,no,0
data\jester_NO_npy\138515.npy,no,0
data\jester_NO_npy\1354.npy,no,0
data\jester_NO_npy\4706.npy,no,0
data\SL_YES_npy\58027.npy,yes,1
data\SL_YES_npy\21878.npy,yes,1
data\jester_NO_npy\131990.npy,no,0
data\jester_NO_npy\23109.npy,no,0
data\SL_YES_npy\34111.npy,yes,1
data\jester_NO_npy\24545.npy,no,0
data\jester_NO_npy\85241.npy,no,0
data\jester_NO_npy\131700.npy,no,0
data\jester_NO_npy\102163.npy,no,0
data\jester_NO_npy\17669.npy,no,0
data\SL_YES_npy\06371.npy,yes,1
data\SL_YES_npy\49432.npy,yes,1
data\SL_YES_npy\09740.npy,yes,1
data\jester_NO_npy\46471.npy,no,0
data\jester_NO_npy\119530.npy,no,0
data\jester_NO_npy\121560.npy,no,0
data\jester_NO_npy\12851.npy,no,0
data\jester_NO_npy\29072.npy,no,0
data\jester_NO_npy\87248.npy,no,0
data\SL_YES_npy\08890.npy,yes,1
data\jester_NO_npy\62222.npy,no,0
data\jester_NO_npy\92510.npy,no,0
data\SL_YES_npy\33768.npy,yes,1
data\jester_NO_npy\12821.npy,no,0
data\jester_NO_npy\65221.npy,no,0
data\jester_NO_npy\44770.npy,no,0
data\jester_NO_npy\78996.npy,no,0
data\jester_NO_npy\143665.npy,no,0
data\jester_NO_npy\135749.npy,no,0
data\SL_YES_npy\63450.npy,yes,1
data\SL_YES_npy\58323.npy,yes,1
data\jester_NO_npy\146644.npy,no,0
data\jester_NO_npy\45713.npy,no,0
data\jester_NO_npy\137883.npy,no,0
data\SL_YES_npy\50505.npy,yes,1
data\jester_NO_npy\54006.npy,no,0
data\SL_YES_npy\18156.npy,yes,1
data\SL_YES_npy\63964.npy,yes,1
data\jester_NO_npy\65635.npy,no,0
data\SL_YES_npy\66585.npy,yes,1
data\SL_YES_npy\64427.npy,yes,1
data\SL_YES_npy\33274.npy,yes,1
data\jester_NO_npy\143894.npy,no,0
data\jester_NO_npy\33975.npy,no,0
data\jester_NO_npy\96192.npy,no,0
data\SL_YES_npy\61246.npy,yes,1
data\jester_NO_npy\131294.npy,no,0
data\SL_YES_npy\57601.npy,yes,1
data\SL_YES_npy\36404.npy,yes,1
data\SL_YES_npy\49335.npy,yes,1
data\SL_YES_npy\66097.npy,yes,1
data\SL_YES_npy\44167.npy,yes,1
data\jester_NO_npy\18155.npy,no,0
data\SL_YES_npy\29562.npy,yes,1
data\SL_YES_npy\11820.npy,yes,1
data\jester_NO_npy\33361.npy,no,0
data\jester_NO_npy\21877.npy,no,0
data\jester_NO_npy\71373.npy,no,0
data\jester_NO_npy\91316.npy,no,0
data\jester_NO_npy\108159.npy,no,0
data\SL_YES_npy\25511.npy,yes,1
data\SL_YES_npy\66781.npy,yes,1
data\SL_YES_npy\37427.npy,yes,1
data\jester_NO_npy\38937.npy,no,0
data\SL_YES_npy\46863.npy,yes,1
data\SL_YES_npy\34112.npy,yes,1
data\jester_NO_npy\52121.npy,no,0
data\jester_NO_npy\66274.npy,no,0
data\jester_NO_npy\99079.npy,no,0
data\jester_NO_npy\143487.npy,no,0
data\jester_NO_npy\63108.npy,no,0
data\jester_NO_npy\116640.npy,no,0
data\jester_NO_npy\6307.npy,no,0
data\SL_YES_npy\20379.npy,yes,1
data\SL_YES_npy\09518.npy,yes,1
data\SL_YES_npy\57875.npy,yes,1
data\jester_NO_npy\27101.npy,no,0
data\jester_NO_npy\1588.npy,no,0
data\SL_YES_npy\20414.npy,yes,1
data\jester_NO_npy\88220.npy,no,0
data\SL_YES_npy\59502.npy,yes,1
data\jester_NO_npy\27494.npy,no,0
data\jester_NO_npy\101435.npy,no,0
data\jester_NO_npy\31938.npy,no,0
data\SL_YES_npy\14569.npy,yes,1
data\SL_YES_npy\39747.npy,yes,1
data\jester_NO_npy\56078.npy,no,0
data\SL_YES_npy\28586.npy,yes,1
data\jester_NO_npy\35751.npy,no,0
data\SL_YES_npy\24919.npy,yes,1
data\jester_NO_npy\30799.npy,no,0
data\SL_YES_npy\42829.npy,yes,1
data\jester_NO_npy\101513.npy,no,0
data\SL_YES_npy\35899.npy,yes,1
data\jester_NO_npy\100946.npy,no,0
data\SL_YES_npy\60548.npy,yes,1
data\SL_YES_npy\45686.npy,yes,1
data\jester_NO_npy\66851.npy,no,0
data\jester_NO_npy\9415.npy,no,0
data\SL_YES_npy\14013.npy,yes,1
data\SL_YES_npy\62833.npy,yes,1
data\jester_NO_npy\143895.npy,no,0
data\jester_NO_npy\112313.npy,no,0
data\jester_NO_npy\1940.npy,no,0
data\SL_YES_npy\69411.npy,yes,1
data\jester_NO_npy\84675.npy,no,0
data\SL_YES_npy\04826.npy,yes,1
data\SL_YES_npy\30053.npy,yes,1
data\jester_NO_npy\47184.npy,no,0
data\SL_YES_npy\01487.npy,yes,1
data\jester_NO_npy\74439.npy,no,0
data\SL_YES_npy\69353.npy,yes,1
data\jester_NO_npy\102384.npy,no,0
data\jester_NO_npy\350.npy,no,0
data\jester_NO_npy\22698.npy,no,0
data\jester_NO_npy\47767.npy,no,0
data\SL_YES_npy\25049.npy,yes,1
data\jester_NO_npy\35868.npy,no,0
data\jester_NO_npy\78969.npy,no,0
data\jester_NO_npy\40219.npy,no,0
data\jester_NO_npy\99700.npy,no,0
data\jester_NO_npy\68435.npy,no,0
data\jester_NO_npy\68451.npy,no,0
data\SL_YES_npy\66609.npy,yes,1
data\SL_YES_npy\29564.npy,yes,1
data\jester_NO_npy\126114.npy,no,0
data\jester_NO_npy\116617.npy,no,0
data\SL_YES_npy\26314.npy,yes,1
data\jester_NO_npy\14833.npy,no,0
data\jester_NO_npy\68036.npy,no,0
data\SL_YES_npy\02699.npy,yes,1
data\jester_NO_npy\79155.npy,no,0
data\SL_YES_npy\66377.npy,yes,1
data\SL_YES_npy\69499.npy,yes,1
data\SL_YES_npy\08114.npy,yes,1
data\SL_YES_npy\66296.npy,yes,1
data\jester_NO_npy\18175.npy,no,0
data\jester_NO_npy\15601.npy,no,0
data\SL_YES_npy\32965.npy,yes,1
data\SL_YES_npy\38283.npy,yes,1
data\jester_NO_npy\101949.npy,no,0
data\jester_NO_npy\56032.npy,no,0
data\jester_NO_npy\27514.npy,no,0
data\SL_YES_npy\12650.npy,yes,1
data\jester_NO_npy\137002.npy,no,0
data\jester_NO_npy\119864.npy,no,0
data\SL_YES_npy\55315.npy,yes,1
data\SL_YES_npy\03316.npy,yes,1
data\jester_NO_npy\86127.npy,no,0
data\SL_YES_npy\26715.npy,yes,1
data\jester_NO_npy\32088.npy,no,0
data\SL_YES_npy\22192.npy,yes,1
data\SL_YES_npy\17935.npy,yes,1
data\SL_YES_npy\43257.npy,yes,1
data\jester_NO_npy\32871.npy,no,0
data\jester_NO_npy\120786.npy,no,0
data\jester_NO_npy\48816.npy,no,0
data\SL_YES_npy\09309.npy,yes,1
data\SL_YES_npy\59378.npy,yes,1
data\SL_YES_npy\40129.npy,yes,1
data\jester_NO_npy\10959.npy,no,0
data\jester_NO_npy\25700.npy,no,0
data\jester_NO_npy\33164.npy,no,0
data\jester_NO_npy\125890.npy,no,0
data\jester_NO_npy\79018.npy,no,0
data\jester_NO_npy\104175.npy,no,0
data\jester_NO_npy\55419.npy,no,0
data\SL_YES_npy\33466.npy,yes,1
data\SL_YES_npy\15529.npy,yes,1
data\SL_YES_npy\60457.npy,yes,1
data\jester_NO_npy\116600.npy,no,0
data\SL_YES_npy\25967.npy,yes,1
data\jester_NO_npy\125990.npy,no,0
data\jester_NO_npy\30166.npy,no,0
data\SL_YES_npy\62394.npy,yes,1
data\jester_NO_npy\119526.npy,no,0
data\jester_NO_npy\36212.npy,no,0
data\SL_YES_npy\50707.npy,yes,1
data\jester_NO_npy\12401.npy,no,0
data\SL_YES_npy\51231.npy,yes,1
data\jester_NO_npy\97064.npy,no,0
